Language	Text	Spker	Code_Spker	Sex	Duration	NbSyllables	SpeechRate	ShannonEntropy	ConditionalEntropy	InfoRate_ShannonEntropy	InfoRate_ConditionalEntropy
SPA	Q1	M4(Ma)	SPA_M4(Ma)	M	10.93	81	7.41	8.32	5.43	61.66 	40.27 
SPA	O1	M5(Ax)	SPA_M5(Ax)	M	12.92	94	7.28	8.32	5.43	60.53 	39.53 
SPA	O2	M5(Ax)	SPA_M5(Ax)	M	17.51	135	7.71	8.32	5.43	64.15 	41.89 
SPA	O3	M5(Ax)	SPA_M5(Ax)	M	15.49	111	7.17	8.32	5.43	59.62 	38.94 
SPA	O4	M5(Ax)	SPA_M5(Ax)	M	19.65	152	7.74	8.32	5.43	64.36 	42.03 
SPA	O6	M5(Ax)	SPA_M5(Ax)	M	13.17	103	7.82	8.32	5.43	65.07 	42.50 
SPA	O8	M5(Ax)	SPA_M5(Ax)	M	17.41	136	7.81	8.32	5.43	64.99 	42.45 
SPA	O9	M5(Ax)	SPA_M5(Ax)	M	10.29	79	7.68	8.32	5.43	63.88 	41.72 
SPA	P0	M5(Ax)	SPA_M5(Ax)	M	20.97	153	7.3	8.32	5.43	60.70 	39.65 
SPA	P1	M5(Ax)	SPA_M5(Ax)	M	18.1	137	7.57	8.32	5.43	62.97 	41.13 
SPA	P2	M5(Ax)	SPA_M5(Ax)	M	15.39	120	7.8	8.32	5.43	64.87 	42.37 
SPA	P3	M5(Ax)	SPA_M5(Ax)	M	16.17	119	7.36	8.32	5.43	61.23 	39.99 
SPA	P8	M5(Ax)	SPA_M5(Ax)	M	13.39	93	6.95	8.32	5.43	57.79 	37.74 
SPA	P9	M5(Ax)	SPA_M5(Ax)	M	16.34	119	7.28	8.32	5.43	60.59 	39.57 
SPA	Q0	M5(Ax)	SPA_M5(Ax)	M	17.09	126	7.37	8.32	5.43	61.34 	40.06 
SPA	Q1	M5(Ax)	SPA_M5(Ax)	M	11.78	81	6.88	8.32	5.43	57.21 	37.36 
SPA	O1	M5(Jo)	SPA_M5(Jo)	M	10.67	94	8.81	8.32	5.43	73.30 	47.87 
SPA	O2	M5(Jo)	SPA_M5(Jo)	M	16.92	135	7.98	8.32	5.43	66.38 	43.35 
SPA	O3	M5(Jo)	SPA_M5(Jo)	M	14.1	111	7.87	8.32	5.43	65.50 	42.78 
SPA	O6	M5(Jo)	SPA_M5(Jo)	M	12.44	103	8.28	8.32	5.43	68.89 	44.99 
SPA	O8	M5(Jo)	SPA_M5(Jo)	M	16.56	136	8.21	8.32	5.43	68.33 	44.62 
SPA	O9	M5(Jo)	SPA_M5(Jo)	M	9.89	79	7.99	8.32	5.43	66.46 	43.40 
SPA	P0	M5(Jo)	SPA_M5(Jo)	M	20.58	153	7.43	8.32	5.43	61.85 	40.40 
SPA	P1	M5(Jo)	SPA_M5(Jo)	M	18.23	137	7.52	8.32	5.43	62.53 	40.83 
SPA	P2	M5(Jo)	SPA_M5(Jo)	M	15.57	120	7.71	8.32	5.43	64.12 	41.88 
SPA	P3	M5(Jo)	SPA_M5(Jo)	M	16.21	119	7.34	8.32	5.43	61.08 	39.89 
SPA	P8	M5(Jo)	SPA_M5(Jo)	M	11.44	93	8.13	8.32	5.43	67.64 	44.17 
SPA	P9	M5(Jo)	SPA_M5(Jo)	M	16.34	119	7.28	8.32	5.43	60.59 	39.57 
SPA	Q0	M5(Jo)	SPA_M5(Jo)	M	15.32	126	8.22	8.32	5.43	68.43 	44.69 
SPA	Q1	M5(Jo)	SPA_M5(Jo)	M	11.47	81	7.06	8.32	5.43	58.76 	38.37 
SRP	O1	F1(Li)	SRP_F1(Li)	F	11.68	87	7.45	8.79	5.47	65.47 	40.75 
SRP	O2	F1(Li)	SRP_F1(Li)	F	14.02	99	7.06	8.79	5.47	62.07 	38.63 
SRP	O3	F1(Li)	SRP_F1(Li)	F	16.85	120	7.12	8.79	5.47	62.60 	38.96 
SRP	O4	F1(Li)	SRP_F1(Li)	F	17.57	128	7.29	8.79	5.47	64.04 	39.86 
SRP	O6	F1(Li)	SRP_F1(Li)	F	13.34	98	7.35	8.79	5.47	64.57 	40.19 
SRP	O8	F1(Li)	SRP_F1(Li)	F	14.00	110	7.86	8.79	5.47	69.06 	42.99 
SRP	O9	F1(Li)	SRP_F1(Li)	F	10.65	75	7.04	8.79	5.47	61.90 	38.53 
SRP	P0	F1(Li)	SRP_F1(Li)	F	19.73	137	6.94	8.79	5.47	61.04 	37.99 
SRP	P1	F1(Li)	SRP_F1(Li)	F	16.42	121	7.37	8.79	5.47	64.77 	40.32 
SRP	P2	F1(Li)	SRP_F1(Li)	F	13.34	98	7.35	8.79	5.47	64.57 	40.19 
SRP	P3	F1(Li)	SRP_F1(Li)	F	18.69	129	6.9	8.79	5.47	60.67 	37.76 
SRP	P8	F1(Li)	SRP_F1(Li)	F	15.08	110	7.29	8.79	5.47	64.12 	39.91 
SRP	P9	F1(Li)	SRP_F1(Li)	F	16.88	111	6.58	8.79	5.47	57.80 	35.98 
SRP	Q0	F1(Li)	SRP_F1(Li)	F	14.55	102	7.01	8.79	5.47	61.62 	38.36 
SRP	Q1	F1(Li)	SRP_F1(Li)	F	12.03	89	7.4	8.79	5.47	65.03 	40.48 
SRP	O1	F2(Le)	SRP_F2(Le)	F	13.02	87	6.68	8.79	5.47	58.74 	36.56 
SRP	O2	F2(Le)	SRP_F2(Le)	F	14.88	99	6.65	8.79	5.47	58.48 	36.40 
SRP	O3	F2(Le)	SRP_F2(Le)	F	18.07	120	6.64	8.79	5.47	58.37 	36.33 
SRP	O4	F2(Le)	SRP_F2(Le)	F	19.48	128	6.57	8.79	5.47	57.76 	35.95 
SRP	O6	F2(Le)	SRP_F2(Le)	F	15.07	98	6.5	8.79	5.47	57.16 	35.58 
SRP	O8	F2(Le)	SRP_F2(Le)	F	15.71	110	7.00	8.79	5.47	61.55 	38.31 
SRP	O9	F2(Le)	SRP_F2(Le)	F	11.74	75	6.39	8.79	5.47	56.15 	34.95 
SRP	P0	F2(Le)	SRP_F2(Le)	F	20.98	137	6.53	8.79	5.47	57.40 	35.73 
SRP	P1	F2(Le)	SRP_F2(Le)	F	18.04	121	6.71	8.79	5.47	58.96 	36.70 
SRP	P2	F2(Le)	SRP_F2(Le)	F	14.2	98	6.9	8.79	5.47	60.66 	37.76 
SRP	P3	F2(Le)	SRP_F2(Le)	F	19.46	129	6.63	8.79	5.47	58.27 	36.27 
SRP	P8	F2(Le)	SRP_F2(Le)	F	16.78	110	6.56	8.79	5.47	57.62 	35.87 
SRP	P9	F2(Le)	SRP_F2(Le)	F	17.8	111	6.24	8.79	5.47	54.81 	34.12 
SRP	Q0	F2(Le)	SRP_F2(Le)	F	15.81	102	6.45	8.79	5.47	56.71 	35.30 
SRP	Q1	F2(Le)	SRP_F2(Le)	F	14.65	89	6.08	8.79	5.47	53.40 	33.24 
SRP	O1	F3(Je)	SRP_F3(Je)	F	10.8	87	8.06	8.79	5.47	70.81 	44.07 
SRP	O2	F3(Je)	SRP_F3(Je)	F	11.74	99	8.43	8.79	5.47	74.12 	46.14 
SRP	O3	F3(Je)	SRP_F3(Je)	F	17.07	120	7.03	8.79	5.47	61.79 	38.46 
SRP	O4	F3(Je)	SRP_F3(Je)	F	15.31	128	8.36	8.79	5.47	73.49 	45.74 
SRP	O6	F3(Je)	SRP_F3(Je)	F	12.65	98	7.75	8.79	5.47	68.10 	42.39 
SRP	O8	F3(Je)	SRP_F3(Je)	F	13.67	110	8.05	8.79	5.47	70.73 	44.03 
SRP	O9	F3(Je)	SRP_F3(Je)	F	10.17	75	7.37	8.79	5.47	64.82 	40.35 
SRP	P0	F3(Je)	SRP_F3(Je)	F	15.94	137	8.59	8.79	5.47	75.55 	47.02 
SRP	P1	F3(Je)	SRP_F3(Je)	F	14.23	121	8.5	8.79	5.47	74.74 	46.52 
SRP	P2	F3(Je)	SRP_F3(Je)	F	11.19	98	8.76	8.79	5.47	76.98 	47.92 
SRP	P3	F3(Je)	SRP_F3(Je)	F	15.57	129	8.29	8.79	5.47	72.83 	45.33 
SRP	P8	F3(Je)	SRP_F3(Je)	F	13.54	110	8.12	8.79	5.47	71.41 	44.45 
SRP	P9	F3(Je)	SRP_F3(Je)	F	15.03	111	7.39	8.79	5.47	64.92 	40.41 
SRP	Q0	F3(Je)	SRP_F3(Je)	F	13.61	102	7.49	8.79	5.47	65.88 	41.00 
SRP	Q1	F3(Je)	SRP_F3(Je)	F	11.67	89	7.63	8.79	5.47	67.04 	41.73 
SRP	O1	F4(So)	SRP_F4(So)	F	12.08	87	7.2	8.79	5.47	63.31 	39.40 
SRP	O2	F4(So)	SRP_F4(So)	F	13.77	99	7.19	8.79	5.47	63.20 	39.34 
SRP	O3	F4(So)	SRP_F4(So)	F	16.62	120	7.22	8.79	5.47	63.47 	39.50 
SRP	O4	F4(So)	SRP_F4(So)	F	18.01	128	7.11	8.79	5.47	62.47 	38.89 
SRP	O6	F4(So)	SRP_F4(So)	F	14.12	98	6.94	8.79	5.47	61.01 	37.97 
SRP	O8	F4(So)	SRP_F4(So)	F	15.00	110	7.33	8.79	5.47	64.46 	40.12 
SRP	O9	F4(So)	SRP_F4(So)	F	10.41	75	7.2	8.79	5.47	63.33 	39.42 
SRP	P0	F4(So)	SRP_F4(So)	F	18.13	137	7.56	8.79	5.47	66.42 	41.34 
SRP	P1	F4(So)	SRP_F4(So)	F	16.12	121	7.51	8.79	5.47	65.98 	41.07 
SRP	P2	F4(So)	SRP_F4(So)	F	12.81	98	7.65	8.79	5.47	67.25 	41.86 
SRP	P3	F4(So)	SRP_F4(So)	F	18.41	129	7.01	8.79	5.47	61.59 	38.34 
SRP	P8	F4(So)	SRP_F4(So)	F	15.1	110	7.28	8.79	5.47	64.03 	39.86 
SRP	P9	F4(So)	SRP_F4(So)	F	16.11	111	6.89	8.79	5.47	60.56 	37.70 
SRP	Q0	F4(So)	SRP_F4(So)	F	14.71	102	6.93	8.79	5.47	60.95 	37.94 
SRP	Q1	F4(So)	SRP_F4(So)	F	12.93	89	6.88	8.79	5.47	60.50 	37.66 
SRP	O1	F5(Ol)	SRP_F5(Ol)	F	14.23	87	6.11	8.79	5.47	53.74 	33.45 
SRP	O2	F5(Ol)	SRP_F5(Ol)	F	16.97	99	5.83	8.79	5.47	51.28 	31.92 
SRP	O3	F5(Ol)	SRP_F5(Ol)	F	20.15	120	5.96	8.79	5.47	52.35 	32.58 
SRP	O4	F5(Ol)	SRP_F5(Ol)	F	21.96	128	5.83	8.79	5.47	51.23 	31.89 
SRP	O6	F5(Ol)	SRP_F5(Ol)	F	17.32	98	5.66	8.79	5.47	49.74 	30.96 
SRP	O8	F5(Ol)	SRP_F5(Ol)	F	17.69	110	6.22	8.79	5.47	54.66 	34.02 
SRP	O9	F5(Ol)	SRP_F5(Ol)	F	12.96	75	5.79	8.79	5.47	50.87 	31.66 
SRP	P0	F5(Ol)	SRP_F5(Ol)	F	24.94	137	5.49	8.79	5.47	48.29 	30.06 
SRP	P1	F5(Ol)	SRP_F5(Ol)	F	21.17	121	5.72	8.79	5.47	50.24 	31.27 
SRP	P2	F5(Ol)	SRP_F5(Ol)	F	15.87	98	6.18	8.79	5.47	54.28 	33.79 
SRP	P3	F5(Ol)	SRP_F5(Ol)	F	22.17	129	5.82	8.79	5.47	51.15 	31.84 
SRP	P8	F5(Ol)	SRP_F5(Ol)	F	18.3	110	6.01	8.79	5.47	52.84 	32.89 
SRP	P9	F5(Ol)	SRP_F5(Ol)	F	20.68	111	5.37	8.79	5.47	47.18 	29.37 
SRP	Q0	F5(Ol)	SRP_F5(Ol)	F	17.69	102	5.77	8.79	5.47	50.68 	31.55 
SRP	Q1	F5(Ol)	SRP_F5(Ol)	F	16.37	89	5.44	8.79	5.47	47.79 	29.75 
SRP	O1	M1(Go)	SRP_M1(Go)	M	11.28	87	7.71	8.79	5.47	67.80 	42.20 
SRP	O2	M1(Go)	SRP_M1(Go)	M	12.59	99	7.86	8.79	5.47	69.12 	43.02 
SRP	O3	M1(Go)	SRP_M1(Go)	M	16.07	120	7.47	8.79	5.47	65.64 	40.86 
SRP	O4	M1(Go)	SRP_M1(Go)	M	16.78	128	7.63	8.79	5.47	67.05 	41.74 
SRP	O6	M1(Go)	SRP_M1(Go)	M	12.34	98	7.94	8.79	5.47	69.81 	43.45 
SRP	O8	M1(Go)	SRP_M1(Go)	M	13.46	110	8.17	8.79	5.47	71.84 	44.71 
SRP	O9	M1(Go)	SRP_M1(Go)	M	10.51	75	7.14	8.79	5.47	62.73 	39.04 
SRP	P0	M1(Go)	SRP_M1(Go)	M	17.73	137	7.73	8.79	5.47	67.92 	42.28 
SRP	P1	M1(Go)	SRP_M1(Go)	M	15.78	121	7.67	8.79	5.47	67.40 	41.95 
SRP	P2	M1(Go)	SRP_M1(Go)	M	13.05	98	7.51	8.79	5.47	66.01 	41.09 
SRP	P3	M1(Go)	SRP_M1(Go)	M	17.42	129	7.41	8.79	5.47	65.09 	40.52 
SRP	P8	M1(Go)	SRP_M1(Go)	M	14.28	110	7.7	8.79	5.47	67.71 	42.15 
SRP	P9	M1(Go)	SRP_M1(Go)	M	16.44	111	6.75	8.79	5.47	59.35 	36.94 
SRP	Q0	M1(Go)	SRP_M1(Go)	M	14.05	102	7.26	8.79	5.47	63.81 	39.72 
SRP	Q1	M1(Go)	SRP_M1(Go)	M	12.47	89	7.14	8.79	5.47	62.74 	39.05 
SRP	O1	M2(Iv)	SRP_M2(Iv)	M	11.61	87	7.49	8.79	5.47	65.87 	41.00 
SRP	O2	M2(Iv)	SRP_M2(Iv)	M	13.66	99	7.25	8.79	5.47	63.70 	39.65 
SRP	O3	M2(Iv)	SRP_M2(Iv)	M	16.55	120	7.25	8.79	5.47	63.73 	39.67 
SRP	O4	M2(Iv)	SRP_M2(Iv)	M	18.63	128	6.87	8.79	5.47	60.39 	37.59 
SRP	O6	M2(Iv)	SRP_M2(Iv)	M	13.49	98	7.26	8.79	5.47	63.86 	39.75 
SRP	O8	M2(Iv)	SRP_M2(Iv)	M	15.25	110	7.21	8.79	5.47	63.40 	39.47 
SRP	O9	M2(Iv)	SRP_M2(Iv)	M	10.58	75	7.09	8.79	5.47	62.31 	38.79 
SRP	P0	M2(Iv)	SRP_M2(Iv)	M	19.43	137	7.05	8.79	5.47	61.98 	38.58 
SRP	P1	M2(Iv)	SRP_M2(Iv)	M	16.45	121	7.36	8.79	5.47	64.66 	40.25 
SRP	P2	M2(Iv)	SRP_M2(Iv)	M	13.34	98	7.35	8.79	5.47	64.57 	40.19 
SRP	P3	M2(Iv)	SRP_M2(Iv)	M	18.49	129	6.98	8.79	5.47	61.33 	38.17 
SRP	P8	M2(Iv)	SRP_M2(Iv)	M	15.7	110	7.01	8.79	5.47	61.59 	38.33 
SRP	P9	M2(Iv)	SRP_M2(Iv)	M	16.00	111	6.94	8.79	5.47	60.98 	37.96 
SRP	Q0	M2(Iv)	SRP_M2(Iv)	M	12.86	102	7.93	8.79	5.47	69.72 	43.40 
SRP	Q1	M2(Iv)	SRP_M2(Iv)	M	13.51	89	6.59	8.79	5.47	57.91 	36.04 
SRP	O1	M3(Pe)	SRP_M3(Pe)	M	11.92	87	7.3	8.79	5.47	64.16 	39.93 
SRP	O2	M3(Pe)	SRP_M3(Pe)	M	13.95	99	7.1	8.79	5.47	62.38 	38.83 
SRP	O3	M3(Pe)	SRP_M3(Pe)	M	15.52	120	7.73	8.79	5.47	67.96 	42.30 
SRP	O4	M3(Pe)	SRP_M3(Pe)	M	17.9	128	7.15	8.79	5.47	62.86 	39.12 
SRP	O6	M3(Pe)	SRP_M3(Pe)	M	13.67	98	7.17	8.79	5.47	63.02 	39.22 
SRP	O8	M3(Pe)	SRP_M3(Pe)	M	14.07	110	7.82	8.79	5.47	68.72 	42.78 
SRP	O9	M3(Pe)	SRP_M3(Pe)	M	11.1	75	6.76	8.79	5.47	59.39 	36.97 
SRP	P0	M3(Pe)	SRP_M3(Pe)	M	20.37	137	6.73	8.79	5.47	59.12 	36.80 
SRP	P1	M3(Pe)	SRP_M3(Pe)	M	16.62	121	7.28	8.79	5.47	63.99 	39.83 
SRP	P2	M3(Pe)	SRP_M3(Pe)	M	13.67	98	7.17	8.79	5.47	63.02 	39.22 
SRP	P3	M3(Pe)	SRP_M3(Pe)	M	17.65	129	7.31	8.79	5.47	64.24 	39.99 
SRP	P8	M3(Pe)	SRP_M3(Pe)	M	15.27	110	7.2	8.79	5.47	63.32 	39.41 
SRP	P9	M3(Pe)	SRP_M3(Pe)	M	17.58	111	6.31	8.79	5.47	55.50 	34.55 
SRP	Q0	M3(Pe)	SRP_M3(Pe)	M	14.74	102	6.92	8.79	5.47	60.83 	37.86 
SRP	Q1	M3(Pe)	SRP_M3(Pe)	M	13.23	89	6.73	8.79	5.47	59.13 	36.81 
SRP	O1	M4(Vo)	SRP_M4(Vo)	M	10.54	87	8.25	8.79	5.47	72.56 	45.16 
SRP	O2	M4(Vo)	SRP_M4(Vo)	M	11.97	99	8.27	8.79	5.47	72.70 	45.25 
SRP	O3	M4(Vo)	SRP_M4(Vo)	M	15.49	120	7.75	8.79	5.47	68.10 	42.39 
SRP	O4	M4(Vo)	SRP_M4(Vo)	M	16.68	128	7.67	8.79	5.47	67.45 	41.99 
SRP	O6	M4(Vo)	SRP_M4(Vo)	M	11.79	98	8.31	8.79	5.47	73.06 	45.48 
SRP	O8	M4(Vo)	SRP_M4(Vo)	M	13.24	110	8.31	8.79	5.47	73.03 	45.46 
SRP	O9	M4(Vo)	SRP_M4(Vo)	M	9.32	75	8.05	8.79	5.47	70.73 	44.03 
SRP	P0	M4(Vo)	SRP_M4(Vo)	M	16.64	137	8.23	8.79	5.47	72.37 	45.05 
SRP	P1	M4(Vo)	SRP_M4(Vo)	M	14.01	121	8.64	8.79	5.47	75.92 	47.25 
SRP	P2	M4(Vo)	SRP_M4(Vo)	M	11.56	98	8.48	8.79	5.47	74.52 	46.38 
SRP	P3	M4(Vo)	SRP_M4(Vo)	M	15.55	129	8.3	8.79	5.47	72.92 	45.39 
SRP	P8	M4(Vo)	SRP_M4(Vo)	M	13.45	110	8.18	8.79	5.47	71.89 	44.75 
SRP	P9	M4(Vo)	SRP_M4(Vo)	M	14.84	111	7.48	8.79	5.47	65.75 	40.92 
SRP	Q0	M4(Vo)	SRP_M4(Vo)	M	12.1	102	8.43	8.79	5.47	74.10 	46.12 
SRP	Q1	M4(Vo)	SRP_M4(Vo)	M	11.41	89	7.8	8.79	5.47	68.56 	42.68 
SRP	O1	M5(Ste)	SRP_M5(Ste)	M	12.08	87	7.2	8.79	5.47	63.31 	39.40 
SRP	O2	M5(Ste)	SRP_M5(Ste)	M	14.98	99	6.61	8.79	5.47	58.09 	36.16 
SRP	O3	M5(Ste)	SRP_M5(Ste)	M	17.89	120	6.71	8.79	5.47	58.96 	36.70 
SRP	O4	M5(Ste)	SRP_M5(Ste)	M	19.4	128	6.6	8.79	5.47	58.00 	36.10 
SRP	O6	M5(Ste)	SRP_M5(Ste)	M	14.1	98	6.95	8.79	5.47	61.09 	38.03 
SRP	O8	M5(Ste)	SRP_M5(Ste)	M	15.52	110	7.09	8.79	5.47	62.30 	38.78 
SRP	O9	M5(Ste)	SRP_M5(Ste)	M	11.08	75	6.77	8.79	5.47	59.50 	37.04 
SRP	P0	M5(Ste)	SRP_M5(Ste)	M	20.00	137	6.85	8.79	5.47	60.21 	37.48 
SRP	P1	M5(Ste)	SRP_M5(Ste)	M	17.72	121	6.83	8.79	5.47	60.02 	37.36 
SRP	P2	M5(Ste)	SRP_M5(Ste)	M	13.42	98	7.3	8.79	5.47	64.19 	39.95 
SRP	P3	M5(Ste)	SRP_M5(Ste)	M	18.88	129	6.83	8.79	5.47	60.06 	37.38 
SRP	P8	M5(Ste)	SRP_M5(Ste)	M	16.32	110	6.74	8.79	5.47	59.25 	36.88 
SRP	P9	M5(Ste)	SRP_M5(Ste)	M	17.57	111	6.32	8.79	5.47	55.53 	34.57 
SRP	Q0	M5(Ste)	SRP_M5(Ste)	M	15.08	102	6.76	8.79	5.47	59.45 	37.01 
SRP	Q1	M5(Ste)	SRP_M5(Ste)	M	13.53	89	6.58	8.79	5.47	57.82 	35.99 
THA	O1	F1(Ja)	THA_F1(Ja)	F	14.71	64	4.35	9.13	7.19	39.72 	31.29 
THA	O2	F1(Ja)	THA_F1(Ja)	F	15.31	74	4.83	9.13	7.19	44.13 	34.76 
THA	O3	F1(Ja)	THA_F1(Ja)	F	18.82	85	4.52	9.13	7.19	41.24 	32.48 
THA	O4	F1(Ja)	THA_F1(Ja)	F	26.18	110	4.2	9.13	7.19	38.36 	30.22 
THA	O6	F1(Ja)	THA_F1(Ja)	F	17.6	78	4.43	9.13	7.19	40.46 	31.88 
THA	O8	F1(Ja)	THA_F1(Ja)	F	22.45	93	4.14	9.13	7.19	37.82 	29.79 
THA	O9	F1(Ja)	THA_F1(Ja)	F	13.42	60	4.47	9.13	7.19	40.82 	32.16 
THA	P0	F1(Ja)	THA_F1(Ja)	F	23.62	103	4.36	9.13	7.19	39.81 	31.36 
THA	P1	F1(Ja)	THA_F1(Ja)	F	21.04	96	4.56	9.13	7.19	41.66 	32.82 
THA	P2	F1(Ja)	THA_F1(Ja)	F	18.43	79	4.29	9.13	7.19	39.14 	30.83 
THA	P3	F1(Ja)	THA_F1(Ja)	F	23.4	95	4.06	9.13	7.19	37.07 	29.20 
THA	P8	F1(Ja)	THA_F1(Ja)	F	19.16	81	4.23	9.13	7.19	38.60 	30.41 
THA	P9	F1(Ja)	THA_F1(Ja)	F	18.9	77	4.07	9.13	7.19	37.20 	29.30 
THA	Q0	F1(Ja)	THA_F1(Ja)	F	16.73	73	4.36	9.13	7.19	39.84 	31.38 
THA	Q1	F1(Ja)	THA_F1(Ja)	F	15.55	56	3.6	9.13	7.19	32.88 	25.90 
THA	O1	F2(Si)	THA_F2(Si)	F	12.65	64	5.06	9.13	7.19	46.19 	36.39 
THA	O2	F2(Si)	THA_F2(Si)	F	15.55	74	4.76	9.13	7.19	43.45 	34.23 
THA	O3	F2(Si)	THA_F2(Si)	F	18.22	85	4.67	9.13	7.19	42.59 	33.55 
THA	O4	F2(Si)	THA_F2(Si)	F	19.28	110	5.71	9.13	7.19	52.09 	41.03 
THA	O6	F2(Si)	THA_F2(Si)	F	15.64	78	4.99	9.13	7.19	45.53 	35.87 
THA	O8	F2(Si)	THA_F2(Si)	F	19.46	93	4.78	9.13	7.19	43.63 	34.37 
THA	O9	F2(Si)	THA_F2(Si)	F	12.27	60	4.89	9.13	7.19	44.65 	35.17 
THA	P0	F2(Si)	THA_F2(Si)	F	21.65	103	4.76	9.13	7.19	43.44 	34.22 
THA	P1	F2(Si)	THA_F2(Si)	F	19.3	96	4.97	9.13	7.19	45.41 	35.78 
THA	P2	F2(Si)	THA_F2(Si)	F	16.27	79	4.86	9.13	7.19	44.33 	34.92 
THA	P3	F2(Si)	THA_F2(Si)	F	18.98	95	5.01	9.13	7.19	45.70 	36.00 
THA	P8	F2(Si)	THA_F2(Si)	F	17.27	81	4.69	9.13	7.19	42.82 	33.73 
THA	P9	F2(Si)	THA_F2(Si)	F	16.33	77	4.72	9.13	7.19	43.05 	33.91 
THA	Q0	F2(Si)	THA_F2(Si)	F	14.67	73	4.98	9.13	7.19	45.43 	35.79 
THA	Q1	F2(Si)	THA_F2(Si)	F	11.27	56	4.97	9.13	7.19	45.37 	35.74 
THA	O1	F3(Fa)	THA_F3(Fa)	F	15.17	64	4.22	9.13	7.19	38.52 	30.34 
THA	O2	F3(Fa)	THA_F3(Fa)	F	15.67	74	4.72	9.13	7.19	43.12 	33.96 
THA	O3	F3(Fa)	THA_F3(Fa)	F	19.15	85	4.44	9.13	7.19	40.52 	31.92 
THA	O4	F3(Fa)	THA_F3(Fa)	F	24.19	110	4.55	9.13	7.19	41.52 	32.71 
THA	O6	F3(Fa)	THA_F3(Fa)	F	18.1	78	4.31	9.13	7.19	39.34 	30.99 
THA	O8	F3(Fa)	THA_F3(Fa)	F	21.23	93	4.38	9.13	7.19	39.99 	31.51 
THA	O9	F3(Fa)	THA_F3(Fa)	F	13.13	60	4.57	9.13	7.19	41.72 	32.87 
THA	P0	F3(Fa)	THA_F3(Fa)	F	24.03	103	4.29	9.13	7.19	39.13 	30.83 
THA	P1	F3(Fa)	THA_F3(Fa)	F	21.93	96	4.38	9.13	7.19	39.97 	31.48 
THA	P2	F3(Fa)	THA_F3(Fa)	F	17.79	79	4.44	9.13	7.19	40.54 	31.94 
THA	P3	F3(Fa)	THA_F3(Fa)	F	21.15	95	4.49	9.13	7.19	41.01 	32.31 
THA	P8	F3(Fa)	THA_F3(Fa)	F	17.87	81	4.53	9.13	7.19	41.38 	32.60 
THA	P9	F3(Fa)	THA_F3(Fa)	F	18.54	77	4.15	9.13	7.19	37.92 	29.87 
THA	Q0	F3(Fa)	THA_F3(Fa)	F	15.72	73	4.64	9.13	7.19	42.40 	33.40 
THA	Q1	F3(Fa)	THA_F3(Fa)	F	12.47	56	4.49	9.13	7.19	41.00 	32.30 
THA	O1	F5(Ki)	THA_F5(Ki)	F	14.35	64	4.46	9.13	7.19	40.72 	32.08 
THA	O2	F5(Ki)	THA_F5(Ki)	F	16.04	74	4.61	9.13	7.19	42.12 	33.18 
THA	O3	F5(Ki)	THA_F5(Ki)	F	18.27	85	4.65	9.13	7.19	42.48 	33.46 
THA	O4	F5(Ki)	THA_F5(Ki)	F	19.97	110	5.51	9.13	7.19	50.29 	39.62 
THA	O6	F5(Ki)	THA_F5(Ki)	F	16.26	78	4.8	9.13	7.19	43.80 	34.50 
THA	O8	F5(Ki)	THA_F5(Ki)	F	18.67	93	4.98	9.13	7.19	45.48 	35.83 
THA	O9	F5(Ki)	THA_F5(Ki)	F	13.59	60	4.42	9.13	7.19	40.31 	31.75 
THA	P0	F5(Ki)	THA_F5(Ki)	F	24.4	103	4.22	9.13	7.19	38.54 	30.36 
THA	P1	F5(Ki)	THA_F5(Ki)	F	21.06	96	4.56	9.13	7.19	41.62 	32.79 
THA	P2	F5(Ki)	THA_F5(Ki)	F	17.45	79	4.53	9.13	7.19	41.33 	32.56 
THA	P3	F5(Ki)	THA_F5(Ki)	F	20.84	95	4.56	9.13	7.19	41.62 	32.79 
THA	P8	F5(Ki)	THA_F5(Ki)	F	17.98	81	4.51	9.13	7.19	41.13 	32.40 
THA	P9	F5(Ki)	THA_F5(Ki)	F	18.83	77	4.09	9.13	7.19	37.33 	29.41 
THA	Q0	F5(Ki)	THA_F5(Ki)	F	15.00	73	4.87	9.13	7.19	44.43 	35.00 
THA	Q1	F5(Ki)	THA_F5(Ki)	F	12.6	56	4.44	9.13	7.19	40.58 	31.97 
THA	O1	F7(Pi)	THA_F7(Pi)	F	17.83	64	3.59	9.13	7.19	32.77 	25.82 
THA	O2	F7(Pi)	THA_F7(Pi)	F	16.82	74	4.4	9.13	7.19	40.17 	31.64 
THA	O3	F7(Pi)	THA_F7(Pi)	F	20.5	85	4.15	9.13	7.19	37.86 	29.82 
THA	O4	F7(Pi)	THA_F7(Pi)	F	23.46	110	4.69	9.13	7.19	42.81 	33.72 
THA	O6	F7(Pi)	THA_F7(Pi)	F	17.67	78	4.41	9.13	7.19	40.30 	31.75 
THA	O8	F7(Pi)	THA_F7(Pi)	F	22.84	93	4.07	9.13	7.19	37.18 	29.29 
THA	O9	F7(Pi)	THA_F7(Pi)	F	13.96	60	4.3	9.13	7.19	39.24 	30.91 
THA	P0	F7(Pi)	THA_F7(Pi)	F	23.94	103	4.3	9.13	7.19	39.28 	30.94 
THA	P1	F7(Pi)	THA_F7(Pi)	F	21.49	96	4.47	9.13	7.19	40.79 	32.13 
