Speaker	Sex	Language	Text	Duration	NS	SR	ShE	ID	ShIR	IR	Age
CAT_F3(Mo)	F	CAT	Q1	13.01	93	7.15	8.1	5.49	57.9	39.24	21
CAT_F4(Mi)	F	CAT	O1	12.18	88	7.22	8.1	5.49	58.52	39.66	28
CAT_F4(Mi)	F	CAT	O2	16.46	118	7.17	8.1	5.49	58.07	39.35	28
CAT_F4(Mi)	F	CAT	O3	19.51	139	7.12	8.1	5.49	57.71	39.11	28
CAT_F4(Mi)	F	CAT	O4	20.93	142	6.78	8.1	5.49	54.95	37.24	28
CAT_F4(Mi)	F	CAT	O6	13.69	99	7.23	8.1	5.49	58.58	39.7	28
CAT_F4(Mi)	F	CAT	O8	17.54	131	7.47	8.1	5.49	60.5	41	28
CAT_F4(Mi)	F	CAT	O9	11.52	81	7.03	8.1	5.49	56.95	38.6	28
CAT_F4(Mi)	F	CAT	P0	18.67	122	6.53	8.1	5.49	52.93	35.87	28
CAT_F4(Mi)	F	CAT	P1	17.8	127	7.13	8.1	5.49	57.79	39.17	28
CAT_F4(Mi)	F	CAT	P2	17.13	118	6.89	8.1	5.49	55.8	37.81	28
CAT_F4(Mi)	F	CAT	P3	18.86	131	6.95	8.1	5.49	56.26	38.13	28
CAT_F4(Mi)	F	CAT	P8	15.92	117	7.35	8.1	5.49	59.53	40.34	28
CAT_F4(Mi)	F	CAT	P9	16.79	119	7.09	8.1	5.49	57.41	38.91	28
CAT_F4(Mi)	F	CAT	Q0	17.65	127	7.2	8.1	5.49	58.28	39.5	28
CAT_F4(Mi)	F	CAT	Q1	13.06	93	7.12	8.1	5.49	57.68	39.09	28
CAT_F5(An)	F	CAT	O1	13.81	88	6.37	8.1	5.49	51.61	34.98	39
CAT_F5(An)	F	CAT	O2	18.68	118	6.32	8.1	5.49	51.17	34.68	39
CAT_F5(An)	F	CAT	O3	22.53	139	6.17	8.1	5.49	49.97	33.87	39
CAT_F5(An)	F	CAT	O4	23.33	142	6.09	8.1	5.49	49.3	33.41	39
CAT_F5(An)	F	CAT	O6	14.95	99	6.62	8.1	5.49	53.64	36.35	39
CAT_F5(An)	F	CAT	O8	19.63	131	6.67	8.1	5.49	54.06	36.63	39
CAT_F5(An)	F	CAT	O9	12.26	81	6.61	8.1	5.49	53.52	36.27	39
CAT_F5(An)	F	CAT	P0	20.19	122	6.04	8.1	5.49	48.95	33.17	39
CAT_F5(An)	F	CAT	P1	19.25	127	6.6	8.1	5.49	53.44	36.22	39
CAT_F5(An)	F	CAT	P2	18.83	118	6.27	8.1	5.49	50.76	34.4	39
CAT_F5(An)	F	CAT	P3	22.36	131	5.86	8.1	5.49	47.46	32.16	39
CAT_F5(An)	F	CAT	P9	18.79	119	6.33	8.1	5.49	51.3	34.77	39
CAT_F5(An)	F	CAT	Q0	19.39	127	6.55	8.1	5.49	53.05	35.95	39
CAT_F5(An)	F	CAT	Q1	15.4	93	6.04	8.1	5.49	48.92	33.15	39
CAT_M1(Xa)	M	CAT	O1	11.9	88	7.39	8.1	5.49	59.9	40.59	28
CAT_M1(Xa)	M	CAT	O2	15.66	118	7.54	8.1	5.49	61.03	41.36	28
CAT_M1(Xa)	M	CAT	O3	18	139	7.72	8.1	5.49	62.55	42.39	28
CAT_M1(Xa)	M	CAT	O4	19.99	142	7.1	8.1	5.49	57.54	38.99	28
CAT_M1(Xa)	M	CAT	O6	13.39	99	7.39	8.1	5.49	59.89	40.59	28
CAT_M1(Xa)	M	CAT	O8	17.13	131	7.65	8.1	5.49	61.94	41.98	28
CAT_M1(Xa)	M	CAT	O9	10.56	81	7.67	8.1	5.49	62.13	42.11	28
CAT_M1(Xa)	M	CAT	P0	17.42	122	7	8.1	5.49	56.73	38.45	28
CAT_M1(Xa)	M	CAT	P1	16.36	127	7.76	8.1	5.49	62.88	42.61	28
CAT_M1(Xa)	M	CAT	P2	15.67	118	7.53	8.1	5.49	61	41.34	28
CAT_M1(Xa)	M	CAT	P3	17.38	131	7.54	8.1	5.49	61.05	41.38	28
CAT_M1(Xa)	M	CAT	P8	14.98	117	7.81	8.1	5.49	63.26	42.88	28
CAT_M1(Xa)	M	CAT	P9	15.37	119	7.74	8.1	5.49	62.71	42.5	28
CAT_M1(Xa)	M	CAT	Q0	17.44	127	7.28	8.1	5.49	58.99	39.98	28
CAT_M1(Xa)	M	CAT	Q1	11.53	93	8.07	8.1	5.49	65.33	44.28	28
CAT_M2(Al)	M	CAT	O1	11.46	88	7.68	8.1	5.49	62.2	42.15	29
CAT_M2(Al)	M	CAT	O2	16.7	118	7.07	8.1	5.49	57.23	38.79	29
CAT_M2(Al)	M	CAT	O3	19.12	139	7.27	8.1	5.49	58.89	39.91	29
CAT_M2(Al)	M	CAT	O4	19.65	142	7.23	8.1	5.49	58.53	39.67	29
CAT_M2(Al)	M	CAT	O6	13.55	99	7.31	8.1	5.49	59.18	40.11	29
CAT_M2(Al)	M	CAT	O8	16.93	131	7.74	8.1	5.49	62.68	42.48	29
CAT_M2(Al)	M	CAT	O9	10.47	81	7.74	8.1	5.49	62.66	42.47	29
CAT_M2(Al)	M	CAT	P0	16.8	122	7.26	8.1	5.49	58.82	39.86	29
CAT_M2(Al)	M	CAT	P1	17.07	127	7.44	8.1	5.49	60.26	40.84	29
CAT_M2(Al)	M	CAT	P2	16.28	118	7.25	8.1	5.49	58.71	39.79	29
CAT_M2(Al)	M	CAT	P3	19.15	131	6.84	8.1	5.49	55.41	37.55	29
CAT_M2(Al)	M	CAT	P8	16.14	117	7.25	8.1	5.49	58.72	39.79	29
CAT_M2(Al)	M	CAT	P9	16.42	119	7.25	8.1	5.49	58.7	39.78	29
CAT_M2(Al)	M	CAT	Q0	17.68	127	7.18	8.1	5.49	58.18	39.43	29
CAT_M2(Al)	M	CAT	Q1	13.37	93	6.96	8.1	5.49	56.34	38.18	29
CAT_M3(Da)	M	CAT	O1	12.6	88	6.98	8.1	5.49	56.57	38.34	31
CAT_M3(Da)	M	CAT	O2	16.1	118	7.33	8.1	5.49	59.37	40.23	31
CAT_M3(Da)	M	CAT	O3	19.43	139	7.15	8.1	5.49	57.95	39.27	31
CAT_M3(Da)	M	CAT	O4	19.32	142	7.35	8.1	5.49	59.53	40.35	31
CAT_M3(Da)	M	CAT	O6	12.92	99	7.66	8.1	5.49	62.07	42.06	31
CAT_M3(Da)	M	CAT	O8	16.2	131	8.09	8.1	5.49	65.5	44.39	31
CAT_M3(Da)	M	CAT	O9	10.51	81	7.71	8.1	5.49	62.43	42.31	31
CAT_M3(Da)	M	CAT	P0	17.15	122	7.11	8.1	5.49	57.62	39.05	31
CAT_M3(Da)	M	CAT	P1	17.7	127	7.18	8.1	5.49	58.12	39.39	31
CAT_M3(Da)	M	CAT	P2	15.95	118	7.4	8.1	5.49	59.92	40.61	31
CAT_M3(Da)	M	CAT	P3	18.51	131	7.08	8.1	5.49	57.33	38.85	31
CAT_M3(Da)	M	CAT	P8	14.96	117	7.82	8.1	5.49	63.35	42.93	31
CAT_M3(Da)	M	CAT	P9	15.8	119	7.53	8.1	5.49	61.01	41.34	31
CAT_M3(Da)	M	CAT	Q0	15.83	127	8.02	8.1	5.49	64.98	44.04	31
CAT_M3(Da)	M	CAT	Q1	11.83	93	7.86	8.1	5.49	63.68	43.15	31
CAT_M4(Ma)	M	CAT	O1	14.76	88	5.96	8.1	5.49	48.29	32.73	44
CAT_M4(Ma)	M	CAT	O2	19.01	118	6.21	8.1	5.49	50.28	34.07	44
CAT_M4(Ma)	M	CAT	O3	21.16	139	6.57	8.1	5.49	53.21	36.06	44
CAT_M4(Ma)	M	CAT	O4	21.32	142	6.66	8.1	5.49	53.95	36.56	44
CAT_M4(Ma)	M	CAT	O6	14.12	99	7.01	8.1	5.49	56.79	38.49	44
CAT_M4(Ma)	M	CAT	O8	17.95	131	7.3	8.1	5.49	59.11	40.06	44
CAT_M4(Ma)	M	CAT	O9	11.16	81	7.26	8.1	5.49	58.79	39.84	44
CAT_M4(Ma)	M	CAT	P0	17.82	122	6.85	8.1	5.49	55.45	37.58	44
CAT_M4(Ma)	M	CAT	P1	17.9	127	7.09	8.1	5.49	57.47	38.95	44
CAT_M4(Ma)	M	CAT	P2	16.33	118	7.23	8.1	5.49	58.53	39.67	44
CAT_M4(Ma)	M	CAT	P3	18.44	131	7.1	8.1	5.49	57.54	39	44
CAT_M4(Ma)	M	CAT	P8	16.7	117	7.01	8.1	5.49	56.75	38.46	44
CAT_M4(Ma)	M	CAT	P9	18.38	119	6.47	8.1	5.49	52.44	35.54	44
CAT_M4(Ma)	M	CAT	Q0	19	127	6.68	8.1	5.49	54.14	36.69	44
CAT_M4(Ma)	M	CAT	Q1	13.66	93	6.81	8.1	5.49	55.15	37.37	44
CAT_M5(Jo)	M	CAT	O1	13.48	88	6.53	8.1	5.49	52.88	35.84	42
CAT_M5(Jo)	M	CAT	O2	16.67	118	7.08	8.1	5.49	57.34	38.86	42
CAT_M5(Jo)	M	CAT	O3	20.8	139	6.68	8.1	5.49	54.13	36.68	42
CAT_M5(Jo)	M	CAT	O4	23.48	142	6.05	8.1	5.49	48.99	33.2	42
CAT_M5(Jo)	M	CAT	O6	15.69	99	6.31	8.1	5.49	51.11	34.64	42
CAT_M5(Jo)	M	CAT	O8	17.42	131	7.52	8.1	5.49	60.91	41.28	42
CAT_M5(Jo)	M	CAT	O9	11.04	81	7.34	8.1	5.49	59.43	40.28	42
CAT_M5(Jo)	M	CAT	P0	19.09	122	6.39	8.1	5.49	51.77	35.08	42
CAT_M5(Jo)	M	CAT	P1	18.71	127	6.79	8.1	5.49	54.98	37.26	42
CAT_M5(Jo)	M	CAT	P2	15.98	118	7.38	8.1	5.49	59.81	40.54	42
CAT_M5(Jo)	M	CAT	P3	20.06	131	6.53	8.1	5.49	52.9	35.85	42
CAT_M5(Jo)	M	CAT	P8	19.68	117	5.95	8.1	5.49	48.16	32.64	42
CAT_M5(Jo)	M	CAT	P9	17.72	119	6.72	8.1	5.49	54.4	36.87	42
CAT_M5(Jo)	M	CAT	Q0	18.19	127	6.98	8.1	5.49	56.55	38.33	42
CAT_M5(Jo)	M	CAT	Q1	14.64	93	6.35	8.1	5.49	51.45	34.87	42
CMN_F1(Hu)	F	CMN	O1	10.62	60	5.65	8.69	6.96	49.1	39.31	19
CMN_F1(Hu)	F	CMN	O2	11.94	73	6.11	8.69	6.96	53.13	42.54	19
CMN_F1(Hu)	F	CMN	O3	12.21	73	5.98	8.69	6.96	51.95	41.59	19
CMN_F1(Hu)	F	CMN	O4	14.69	80	5.45	8.69	6.96	47.32	37.89	19
CMN_F1(Hu)	F	CMN	O6	10.88	64	5.88	8.69	6.96	51.12	40.92	19
CMN_F1(Hu)	F	CMN	O8	11.37	69	6.07	8.69	6.96	52.74	42.22	19
CMN_F1(Hu)	F	CMN	O9	9.87	57	5.78	8.69	6.96	50.19	40.18	19
CMN_F1(Hu)	F	CMN	P0	16.93	100	5.91	8.69	6.96	51.33	41.09	19
CMN_F1(Hu)	F	CMN	P1	12.18	70	5.75	8.69	6.96	49.94	39.98	19
CMN_F1(Hu)	F	CMN	P2	11.37	65	5.72	8.69	6.96	49.68	39.77	19
CMN_F1(Hu)	F	CMN	P3	14.44	77	5.33	8.69	6.96	46.34	37.1	19
CMN_F1(Hu)	F	CMN	P8	13.23	78	5.9	8.69	6.96	51.23	41.02	19
CMN_F1(Hu)	F	CMN	P9	12.7	76	5.98	8.69	6.96	52	41.63	19
CMN_F1(Hu)	F	CMN	Q0	11.87	68	5.73	8.69	6.96	49.78	39.86	19
CMN_F1(Hu)	F	CMN	Q1	9.53	57	5.98	8.69	6.96	51.98	41.61	19
CMN_F2(Yu)	F	CMN	O1	10.22	60	5.87	8.69	6.96	51.02	40.84	19
CMN_F2(Yu)	F	CMN	O2	12.09	73	6.04	8.69	6.96	52.47	42.01	19
CMN_F2(Yu)	F	CMN	O3	12.35	73	5.91	8.69	6.96	51.37	41.12	19
CMN_F2(Yu)	F	CMN	O4	14.61	80	5.48	8.69	6.96	47.58	38.1	19
CMN_F2(Yu)	F	CMN	O6	10.81	64	5.92	8.69	6.96	51.45	41.19	19
CMN_F2(Yu)	F	CMN	O8	11.41	69	6.05	8.69	6.96	52.55	42.07	19
CMN_F2(Yu)	F	CMN	O9	9.88	57	5.77	8.69	6.96	50.13	40.14	19
CMN_F2(Yu)	F	CMN	P0	17.75	100	5.63	8.69	6.96	48.96	39.2	19
CMN_F2(Yu)	F	CMN	P1	12.47	70	5.61	8.69	6.96	48.78	39.05	19
CMN_F2(Yu)	F	CMN	P2	11.8	65	5.51	8.69	6.96	47.87	38.32	19
CMN_F2(Yu)	F	CMN	P3	14.94	77	5.15	8.69	6.96	44.79	35.86	19
CMN_F2(Yu)	F	CMN	P8	13.7	78	5.69	8.69	6.96	49.48	39.61	19
CMN_F2(Yu)	F	CMN	P9	13	76	5.85	8.69	6.96	50.8	40.67	19
CMN_F2(Yu)	F	CMN	Q0	11.46	68	5.93	8.69	6.96	51.56	41.28	19
CMN_F2(Yu)	F	CMN	Q1	9.97	57	5.72	8.69	6.96	49.68	39.77	19
CMN_F3(Ma)	F	CMN	O1	11.66	60	5.15	8.69	6.96	44.72	35.8	25
CMN_F3(Ma)	F	CMN	O2	14.58	73	5.01	8.69	6.96	43.51	34.83	25
CMN_F3(Ma)	F	CMN	O3	13.59	73	5.37	8.69	6.96	46.68	37.37	25
CMN_F3(Ma)	F	CMN	O4	16.89	80	4.74	8.69	6.96	41.16	32.95	25
CMN_F3(Ma)	F	CMN	O6	12.07	64	5.3	8.69	6.96	46.08	36.89	25
CMN_F3(Ma)	F	CMN	O8	12.3	69	5.61	8.69	6.96	48.75	39.03	25
CMN_F3(Ma)	F	CMN	O9	10.61	57	5.37	8.69	6.96	46.69	37.38	25
CMN_F3(Ma)	F	CMN	P0	18.43	100	5.43	8.69	6.96	47.15	37.75	25
CMN_F3(Ma)	F	CMN	P1	14.2	70	4.93	8.69	6.96	42.84	34.3	25
CMN_F3(Ma)	F	CMN	P2	12.37	65	5.25	8.69	6.96	45.66	36.56	25
CMN_F3(Ma)	F	CMN	P3	16.53	77	4.66	8.69	6.96	40.48	32.41	25
CMN_F3(Ma)	F	CMN	P8	14.19	78	5.5	8.69	6.96	47.77	38.24	25
CMN_F3(Ma)	F	CMN	P9	14.19	76	5.36	8.69	6.96	46.54	37.26	25
CMN_F3(Ma)	F	CMN	Q0	13.68	68	4.97	8.69	6.96	43.2	34.58	25
CMN_F3(Ma)	F	CMN	Q1	11.22	57	5.08	8.69	6.96	44.15	35.34	25
CMN_F4(Fe)	F	CMN	O1	9.83	60	6.1	8.69	6.96	53.04	42.46	28
CMN_F4(Fe)	F	CMN	O2	11.23	73	6.5	8.69	6.96	56.49	45.22	28
CMN_F4(Fe)	F	CMN	O3	11.5	73	6.35	8.69	6.96	55.16	44.16	28
CMN_F4(Fe)	F	CMN	O4	15.31	80	5.23	8.69	6.96	45.41	36.35	28
CMN_F4(Fe)	F	CMN	O6	10.75	64	5.95	8.69	6.96	51.74	41.42	28
CMN_F4(Fe)	F	CMN	O8	11.5	69	6	8.69	6.96	52.14	41.74	28
CMN_F4(Fe)	F	CMN	O9	9.07	57	6.28	8.69	6.96	54.61	43.72	28
CMN_F4(Fe)	F	CMN	P0	17.54	100	5.7	8.69	6.96	49.54	39.66	28
CMN_F4(Fe)	F	CMN	P1	12.72	70	5.5	8.69	6.96	47.82	38.29	28
CMN_F4(Fe)	F	CMN	P2	11.57	65	5.62	8.69	6.96	48.82	39.09	28
CMN_F4(Fe)	F	CMN	P3	14.36	77	5.36	8.69	6.96	46.6	37.3	28
CMN_F4(Fe)	F	CMN	P8	15	78	5.2	8.69	6.96	45.19	36.18	28
CMN_F4(Fe)	F	CMN	P9	13.01	76	5.84	8.69	6.96	50.76	40.64	28
CMN_F4(Fe)	F	CMN	Q0	13.03	68	5.22	8.69	6.96	45.35	36.31	28
CMN_F4(Fe)	F	CMN	Q1	9.65	57	5.91	8.69	6.96	51.33	41.09	28
CMN_F6(Xu)	F	CMN	O1	9.12	60	6.58	8.69	6.96	57.17	45.77	NA
CMN_F6(Xu)	F	CMN	O2	10.25	73	7.12	8.69	6.96	61.89	49.55	NA
CMN_F6(Xu)	F	CMN	O3	10.71	73	6.82	8.69	6.96	59.23	47.42	NA
CMN_F6(Xu)	F	CMN	O4	12.98	80	6.16	8.69	6.96	53.56	42.88	NA
CMN_F6(Xu)	F	CMN	O6	9.47	64	6.76	8.69	6.96	58.73	47.02	NA
CMN_F6(Xu)	F	CMN	O8	9.55	69	7.23	8.69	6.96	62.79	50.27	NA
CMN_F6(Xu)	F	CMN	O9	8.17	57	6.98	8.69	6.96	60.63	48.54	NA
CMN_F6(Xu)	F	CMN	P0	16.12	100	6.2	8.69	6.96	53.91	43.16	NA
CMN_F6(Xu)	F	CMN	P1	10.93	70	6.4	8.69	6.96	55.65	44.56	NA
CMN_F6(Xu)	F	CMN	P2	9.41	65	6.91	8.69	6.96	60.03	48.06	NA
CMN_F6(Xu)	F	CMN	P3	13.4	77	5.75	8.69	6.96	49.94	39.98	NA
CMN_F6(Xu)	F	CMN	P8	12.03	78	6.48	8.69	6.96	56.34	45.11	NA
CMN_F6(Xu)	F	CMN	P9	11.49	76	6.61	8.69	6.96	57.48	46.02	NA
CMN_F6(Xu)	F	CMN	Q0	10.17	68	6.69	8.69	6.96	58.1	46.52	NA
CMN_F6(Xu)	F	CMN	Q1	8.96	57	6.36	8.69	6.96	55.28	44.26	NA
CMN_M1(Cha)	M	CMN	O1	11.38	60	5.27	8.69	6.96	45.82	36.68	19
CMN_M1(Cha)	M	CMN	O2	13.15	73	5.55	8.69	6.96	48.24	38.62	19
CMN_M1(Cha)	M	CMN	O3	13.63	73	5.36	8.69	6.96	46.54	37.26	19
CMN_M1(Cha)	M	CMN	O4	16.18	80	4.94	8.69	6.96	42.97	34.4	19
CMN_M1(Cha)	M	CMN	O6	12.55	64	5.1	8.69	6.96	44.32	35.48	19
CMN_M1(Cha)	M	CMN	O8	12.81	69	5.39	8.69	6.96	46.81	37.47	19
CMN_M1(Cha)	M	CMN	O9	10.55	57	5.4	8.69	6.96	46.95	37.59	19
CMN_M1(Cha)	M	CMN	P0	19.62	100	5.1	8.69	6.96	44.29	35.46	19
CMN_M1(Cha)	M	CMN	P1	13.01	70	5.38	8.69	6.96	46.76	37.43	19
CMN_M1(Cha)	M	CMN	P2	12.49	65	5.2	8.69	6.96	45.22	36.21	19
CMN_M1(Cha)	M	CMN	P3	15.81	77	4.87	8.69	6.96	42.32	33.88	19
CMN_M1(Cha)	M	CMN	P8	15.6	78	5	8.69	6.96	43.45	34.79	19
CMN_M1(Cha)	M	CMN	P9	14.68	76	5.18	8.69	6.96	44.99	36.02	19
CMN_M1(Cha)	M	CMN	Q0	13.45	68	5.06	8.69	6.96	43.93	35.17	19
CMN_M1(Cha)	M	CMN	Q1	10.7	57	5.33	8.69	6.96	46.29	37.06	19
CMN_M2(Ye)	M	CMN	O1	8.29	60	7.24	8.69	6.96	62.9	50.35	24
CMN_M2(Ye)	M	CMN	O2	10.9	73	6.7	8.69	6.96	58.2	46.59	24
CMN_M2(Ye)	M	CMN	O3	10.14	73	7.2	8.69	6.96	62.56	50.09	24
CMN_M2(Ye)	M	CMN	O4	13.31	80	6.01	8.69	6.96	52.23	41.82	24
CMN_M2(Ye)	M	CMN	O6	9.46	64	6.77	8.69	6.96	58.79	47.07	24
CMN_M2(Ye)	M	CMN	O8	10.11	69	6.82	8.69	6.96	59.31	47.48	24
CMN_M2(Ye)	M	CMN	O9	8.25	57	6.91	8.69	6.96	60.04	48.07	24
CMN_M2(Ye)	M	CMN	P0	15.8	100	6.33	8.69	6.96	55	44.03	24
CMN_M2(Ye)	M	CMN	P1	10.03	70	6.98	8.69	6.96	60.65	48.55	24
CMN_M2(Ye)	M	CMN	P2	9.81	65	6.63	8.69	6.96	57.58	46.1	24
CMN_M2(Ye)	M	CMN	P3	12.5	77	6.16	8.69	6.96	53.53	42.86	24
CMN_M2(Ye)	M	CMN	P8	12.29	78	6.35	8.69	6.96	55.15	44.15	24
CMN_M2(Ye)	M	CMN	P9	11.7	76	6.5	8.69	6.96	56.45	45.19	24
CMN_M2(Ye)	M	CMN	Q0	10.29	68	6.61	8.69	6.96	57.43	45.98	24
CMN_M2(Ye)	M	CMN	Q1	8.78	57	6.49	8.69	6.96	56.42	45.17	24
CMN_M4(Yi)	M	CMN	O1	11.07	60	5.42	8.69	6.96	47.1	37.71	31
CMN_M4(Yi)	M	CMN	O2	14.42	73	5.06	8.69	6.96	43.99	35.22	31
CMN_M4(Yi)	M	CMN	O3	14.08	73	5.18	8.69	6.96	45.05	36.07	31
CMN_M4(Yi)	M	CMN	O4	16.35	80	4.89	8.69	6.96	42.52	34.04	31
CMN_M4(Yi)	M	CMN	O6	12.04	64	5.32	8.69	6.96	46.19	36.98	31
CMN_M4(Yi)	M	CMN	O8	13.18	69	5.24	8.69	6.96	45.49	36.42	31
CMN_M4(Yi)	M	CMN	O9	10.58	57	5.39	8.69	6.96	46.82	37.48	31
CMN_M4(Yi)	M	CMN	P0	20.03	100	4.99	8.69	6.96	43.38	34.73	31
CMN_M4(Yi)	M	CMN	P1	13.4	70	5.22	8.69	6.96	45.4	36.34	31
CMN_M4(Yi)	M	CMN	P2	12.58	65	5.17	8.69	6.96	44.9	35.95	31
CMN_M4(Yi)	M	CMN	P3	14.91	77	5.16	8.69	6.96	44.88	35.93	31
CMN_M4(Yi)	M	CMN	P8	15.85	78	4.92	8.69	6.96	42.76	34.24	31
CMN_M4(Yi)	M	CMN	P9	14.85	76	5.12	8.69	6.96	44.47	35.61	31
CMN_M4(Yi)	M	CMN	Q0	13.17	68	5.16	8.69	6.96	44.87	35.92	31
CMN_M4(Yi)	M	CMN	Q1	10.94	57	5.21	8.69	6.96	45.28	36.25	31
CMN_M5(Qi)	M	CMN	O1	9.94	60	6.04	8.69	6.96	52.45	41.99	24
CMN_M5(Qi)	M	CMN	O2	11.75	73	6.21	8.69	6.96	53.99	43.22	24
CMN_M5(Qi)	M	CMN	O3	10.95	73	6.67	8.69	6.96	57.93	46.38	24
CMN_M5(Qi)	M	CMN	O4	14.31	80	5.59	8.69	6.96	48.58	38.89	24
CMN_M5(Qi)	M	CMN	O6	9.96	64	6.43	8.69	6.96	55.84	44.7	24
CMN_M5(Qi)	M	CMN	O8	10.13	69	6.81	8.69	6.96	59.19	47.39	24
CMN_M5(Qi)	M	CMN	O9	10.09	57	5.65	8.69	6.96	49.09	39.3	24
CMN_M5(Qi)	M	CMN	P0	15.46	100	6.47	8.69	6.96	56.21	45	24
CMN_M5(Qi)	M	CMN	P1	12.91	70	5.42	8.69	6.96	47.12	37.72	24
CMN_M5(Qi)	M	CMN	P2	11.23	65	5.79	8.69	6.96	50.3	40.27	24
CMN_M5(Qi)	M	CMN	P3	13.68	77	5.63	8.69	6.96	48.91	39.16	24
CMN_M5(Qi)	M	CMN	P8	12.58	78	6.2	8.69	6.96	53.88	43.14	24
CMN_M5(Qi)	M	CMN	P9	12.77	76	5.95	8.69	6.96	51.72	41.41	24
CMN_M5(Qi)	M	CMN	Q0	11.32	68	6.01	8.69	6.96	52.2	41.79	24
CMN_M5(Qi)	M	CMN	Q1	8.84	57	6.45	8.69	6.96	56.03	44.86	24
CMN_M6(Na)	M	CMN	O1	9.54	60	6.29	8.69	6.96	54.65	43.76	19
CMN_M6(Na)	M	CMN	O2	10.49	73	6.96	8.69	6.96	60.47	48.41	19
CMN_M6(Na)	M	CMN	O3	11.51	73	6.34	8.69	6.96	55.11	44.12	19
CMN_M6(Na)	M	CMN	O4	13.38	80	5.98	8.69	6.96	51.96	41.6	19
CMN_M6(Na)	M	CMN	O6	9.77	64	6.55	8.69	6.96	56.93	45.57	19
CMN_M6(Na)	M	CMN	O8	9.85	69	7.01	8.69	6.96	60.87	48.74	19
CMN_M6(Na)	M	CMN	O9	8.78	57	6.49	8.69	6.96	56.42	45.17	19
CMN_M6(Na)	M	CMN	P0	16.12	100	6.2	8.69	6.96	53.91	43.16	19
CMN_M6(Na)	M	CMN	P1	11.19	70	6.26	8.69	6.96	54.36	43.52	19
CMN_M6(Na)	M	CMN	P2	10.74	65	6.05	8.69	6.96	52.59	42.11	19
CMN_M6(Na)	M	CMN	P3	13.61	77	5.66	8.69	6.96	49.16	39.36	19
CMN_M6(Na)	M	CMN	P8	12.76	78	6.11	8.69	6.96	53.12	42.53	19
CMN_M6(Na)	M	CMN	P9	11.48	76	6.62	8.69	6.96	57.53	46.06	19
CMN_M6(Na)	M	CMN	Q0	10.61	68	6.41	8.69	6.96	55.69	44.59	19
CMN_M6(Na)	M	CMN	Q1	9.06	57	6.29	8.69	6.96	54.67	43.77	19
DEU_aj	F	DEU	O1	17.96	86	4.79	9.3	6.08	44.52	29.12	NA
DEU_aj	F	DEU	O4	18.35	87	4.74	9.3	6.08	44.1	28.84	NA
DEU_aj	F	DEU	O6	16.6	82	4.94	9.3	6.08	45.94	30.05	NA
DEU_aj	F	DEU	O9	12.32	60	4.87	9.3	6.08	45.3	29.63	NA
DEU_aj	F	DEU	P0	24.4	111	4.55	9.3	6.08	42.3	27.67	NA
DEU_aj	F	DEU	Q0	21.9	113	5.16	9.3	6.08	48	31.39	NA
DEU_bg	M	DEU	O2	16.49	117	7.09	9.3	6.08	65.97	43.15	NA
DEU_bg	M	DEU	O3	12.8	86	6.72	9.3	6.08	62.47	40.86	NA
DEU_bg	M	DEU	O8	15.9	115	7.23	9.3	6.08	67.27	44	NA
DEU_bg	M	DEU	P1	14.66	105	7.16	9.3	6.08	66.59	43.55	NA
DEU_bg	M	DEU	P2	13.79	90	6.53	9.3	6.08	60.69	39.69	NA
DEU_bg	M	DEU	P3	14.45	106	7.34	9.3	6.08	68.24	44.63	NA
DEU_bg	M	DEU	P8	13.19	87	6.6	9.3	6.08	61.34	40.12	NA
DEU_bg	M	DEU	P9	12.84	92	7.17	9.3	6.08	66.65	43.59	NA
DEU_bg	M	DEU	Q1	13.84	94	6.79	9.3	6.08	63.17	41.32	NA
DEU_ga	F	DEU	O1	13.61	86	6.32	9.3	6.08	58.76	38.43	NA
DEU_ga	F	DEU	O4	14.63	87	5.95	9.3	6.08	55.32	36.18	NA
DEU_ga	F	DEU	O6	12.64	82	6.49	9.3	6.08	60.34	39.46	NA
DEU_ga	F	DEU	O9	9	60	6.67	9.3	6.08	61.99	40.54	NA
DEU_ga	F	DEU	P0	18.79	111	5.91	9.3	6.08	54.93	35.93	NA
DEU_ga	F	DEU	Q0	16.16	113	6.99	9.3	6.08	65.04	42.54	NA
DEU_hm	M	DEU	O2	16.17	117	7.23	9.3	6.08	67.28	44	NA
DEU_hm	M	DEU	O3	13.8	86	6.23	9.3	6.08	57.96	37.9	NA
DEU_hm	M	DEU	O8	15.32	115	7.5	9.3	6.08	69.8	45.65	NA
DEU_hm	M	DEU	P1	14.39	105	7.29	9.3	6.08	67.84	44.37	NA
DEU_hm	M	DEU	P2	13.83	90	6.51	9.3	6.08	60.5	39.57	NA
DEU_hm	M	DEU	P3	15.62	106	6.79	9.3	6.08	63.12	41.29	NA
DEU_hm	M	DEU	P8	13.52	87	6.43	9.3	6.08	59.83	39.13	NA
DEU_hm	M	DEU	P9	13.13	92	7.01	9.3	6.08	65.16	42.62	NA
DEU_hm	M	DEU	Q1	12.93	94	7.27	9.3	6.08	67.63	44.23	NA
DEU_jm	F	DEU	O2	16.66	117	7.02	9.3	6.08	65.31	42.72	NA
DEU_jm	F	DEU	O3	13.43	86	6.4	9.3	6.08	59.53	38.94	NA
DEU_jm	F	DEU	O8	15.08	115	7.63	9.3	6.08	70.92	46.39	NA
