Speaker	Sex	Language	Text	Duration	NS	SR	ShE	ID	ShIR	IR	Age
DEU_jm	F	DEU	P1	14.43	105	7.27	9.3	6.08	67.66	44.25	NA
DEU_jm	F	DEU	P2	13.47	90	6.68	9.3	6.08	62.16	40.65	NA
DEU_jm	F	DEU	P3	15.16	106	6.99	9.3	6.08	65.05	42.54	NA
DEU_jm	F	DEU	P8	12.73	87	6.83	9.3	6.08	63.56	41.57	NA
DEU_jm	F	DEU	P9	13.21	92	6.97	9.3	6.08	64.78	42.37	NA
DEU_jm	F	DEU	Q1	13.04	94	7.21	9.3	6.08	67.04	43.85	NA
DEU_mi	F	DEU	O2	25.14	117	4.65	9.3	6.08	43.29	28.31	NA
DEU_mi	F	DEU	O3	20.04	86	4.29	9.3	6.08	39.91	26.1	NA
DEU_mi	F	DEU	O8	21.37	115	5.38	9.3	6.08	50.05	32.74	NA
DEU_mi	F	DEU	P1	20.3	105	5.17	9.3	6.08	48.11	31.46	NA
DEU_mi	F	DEU	P2	19.98	90	4.51	9.3	6.08	41.9	27.41	NA
DEU_mi	F	DEU	P3	24.49	106	4.33	9.3	6.08	40.26	26.33	NA
DEU_mi	F	DEU	P8	18.6	87	4.68	9.3	6.08	43.51	28.46	NA
DEU_mi	F	DEU	P9	20.16	92	4.56	9.3	6.08	42.44	27.76	NA
DEU_mi	F	DEU	Q1	19.24	94	4.89	9.3	6.08	45.43	29.71	NA
DEU_mj	M	DEU	O1	14.76	86	5.83	9.3	6.08	54.18	35.44	NA
DEU_mj	M	DEU	O4	15.31	87	5.68	9.3	6.08	52.86	34.58	NA
DEU_mj	M	DEU	O6	13.69	82	5.99	9.3	6.08	55.72	36.44	NA
DEU_mj	M	DEU	O9	9.7	60	6.19	9.3	6.08	57.55	37.64	NA
DEU_mj	M	DEU	P0	19.57	111	5.67	9.3	6.08	52.74	34.49	NA
DEU_mj	M	DEU	Q0	17.26	113	6.55	9.3	6.08	60.88	39.82	NA
DEU_qk	M	DEU	O1	13.96	86	6.16	9.3	6.08	57.3	37.48	NA
DEU_qk	M	DEU	O4	14.68	87	5.93	9.3	6.08	55.11	36.04	NA
DEU_qk	M	DEU	O6	13.55	82	6.05	9.3	6.08	56.29	36.82	NA
DEU_qk	M	DEU	O9	9.72	60	6.17	9.3	6.08	57.4	37.54	NA
DEU_qk	M	DEU	P0	19.62	111	5.66	9.3	6.08	52.6	34.4	NA
DEU_qk	M	DEU	Q0	16.71	113	6.76	9.3	6.08	62.9	41.14	NA
DEU_sm	M	DEU	O1	12.11	86	7.1	9.3	6.08	66.04	43.19	NA
DEU_sm	M	DEU	O4	13.23	87	6.57	9.3	6.08	61.14	39.99	NA
DEU_sm	M	DEU	O6	11.8	82	6.95	9.3	6.08	64.65	42.28	NA
DEU_sm	M	DEU	O9	8.66	60	6.93	9.3	6.08	64.46	42.16	NA
DEU_sm	M	DEU	P0	16.97	111	6.54	9.3	6.08	60.85	39.8	NA
DEU_sm	M	DEU	Q0	14.93	113	7.57	9.3	6.08	70.39	46.04	NA
DEU_ss	F	DEU	O2	23.71	117	4.93	9.3	6.08	45.89	30.01	NA
DEU_ss	F	DEU	O3	20.4	86	4.21	9.3	6.08	39.2	25.64	NA
DEU_ss	F	DEU	O8	20.91	115	5.5	9.3	6.08	51.15	33.45	NA
DEU_ss	F	DEU	P1	20.28	105	5.18	9.3	6.08	48.15	31.49	NA
DEU_ss	F	DEU	P2	18.79	90	4.79	9.3	6.08	44.54	29.13	NA
DEU_ss	F	DEU	P3	19.49	106	5.44	9.3	6.08	50.59	33.09	NA
DEU_ss	F	DEU	P8	17.99	87	4.84	9.3	6.08	44.97	29.41	NA
DEU_ss	F	DEU	P9	18.53	92	4.96	9.3	6.08	46.17	30.19	NA
DEU_ss	F	DEU	Q1	18.79	94	5	9.3	6.08	46.53	30.44	NA
ENG_fa	M	ENG	O1	10.93	70	6.4	9.51	7.09	60.9	45.41	NA
ENG_fa	M	ENG	O2	14.53	86	5.92	9.51	7.09	56.28	41.96	NA
ENG_fa	M	ENG	O3	14.03	85	6.06	9.51	7.09	57.61	42.95	NA
ENG_fa	M	ENG	O4	15.94	84	5.27	9.51	7.09	50.12	37.37	NA
ENG_fa	M	ENG	O6	12.03	67	5.57	9.51	7.09	52.98	39.5	NA
ENG_fa	M	ENG	O8	13.84	84	6.07	9.51	7.09	57.74	43.05	NA
ENG_fa	M	ENG	O9	10.07	67	6.65	9.51	7.09	63.24	47.15	NA
ENG_fa	M	ENG	P1	16.37	105	6.41	9.51	7.09	61	45.47	NA
ENG_fa	M	ENG	P2	14.15	76	5.37	9.51	7.09	51.08	38.08	NA
ENG_fa	M	ENG	P3	16.03	91	5.68	9.51	7.09	53.98	40.25	NA
ENG_fb	M	ENG	Q0	12.15	88	7.24	9.51	7.09	68.89	51.36	NA
ENG_fb	M	ENG	Q1	10.26	62	6.04	9.51	7.09	57.48	42.85	NA
ENG_fc	F	ENG	P0	13.78	92	6.68	9.51	7.09	63.5	47.34	NA
ENG_fc	F	ENG	P8	10.94	77	7.04	9.51	7.09	66.92	49.89	NA
ENG_fc	F	ENG	P9	13.16	91	6.92	9.51	7.09	65.77	49.03	NA
ENG_fc	F	ENG	Q0	11.52	88	7.64	9.51	7.09	72.65	54.17	NA
ENG_fc	F	ENG	Q1	9.79	62	6.33	9.51	7.09	60.23	44.9	NA
ENG_fd	M	ENG	O1	9.26	70	7.56	9.51	7.09	71.85	53.57	NA
ENG_fd	M	ENG	O2	11.5	86	7.48	9.51	7.09	71.1	53.01	NA
ENG_fd	M	ENG	O3	11.01	85	7.72	9.51	7.09	73.41	54.73	NA
ENG_fd	M	ENG	O4	13.2	84	6.36	9.51	7.09	60.5	45.1	NA
ENG_fd	M	ENG	O6	9.53	67	7.03	9.51	7.09	66.85	49.84	NA
ENG_fd	M	ENG	O8	11.21	84	7.49	9.51	7.09	71.27	53.13	NA
ENG_fd	M	ENG	O9	8.71	67	7.69	9.51	7.09	73.12	54.51	NA
ENG_fe	M	ENG	O1	10.75	70	6.51	9.51	7.09	61.95	46.18	NA
ENG_fe	M	ENG	O2	13.41	86	6.41	9.51	7.09	60.99	45.47	NA
ENG_fe	M	ENG	O3	12.48	85	6.81	9.51	7.09	64.77	48.29	NA
ENG_fe	M	ENG	O4	13.84	84	6.07	9.51	7.09	57.73	43.04	NA
ENG_ff	F	ENG	O6	10.73	67	6.25	9.51	7.09	59.41	44.29	NA
ENG_ff	F	ENG	O8	13.25	84	6.34	9.51	7.09	60.31	44.96	NA
ENG_ff	F	ENG	O9	9.66	67	6.94	9.51	7.09	65.99	49.2	NA
ENG_ff	F	ENG	P0	15.65	92	5.88	9.51	7.09	55.91	41.68	NA
ENG_ff	F	ENG	P1	14.69	105	7.15	9.51	7.09	67.96	50.66	NA
ENG_ff	F	ENG	P2	12.89	76	5.9	9.51	7.09	56.08	41.81	NA
ENG_ff	F	ENG	P3	15.86	91	5.74	9.51	7.09	54.56	40.68	NA
ENG_ff	F	ENG	P8	12.5	77	6.16	9.51	7.09	58.56	43.66	NA
ENG_ff	F	ENG	P9	14.63	91	6.22	9.51	7.09	59.15	44.1	NA
ENG_fg	F	ENG	P0	14.99	92	6.14	9.51	7.09	58.35	43.51	NA
ENG_fg	F	ENG	P1	14.21	105	7.39	9.51	7.09	70.28	52.4	NA
ENG_fg	F	ENG	P2	12.01	76	6.33	9.51	7.09	60.19	44.87	NA
ENG_fg	F	ENG	P3	13.84	91	6.58	9.51	7.09	62.54	46.63	NA
ENG_fg	F	ENG	P8	11.14	77	6.91	9.51	7.09	65.73	49.01	NA
ENG_fg	F	ENG	P9	13.71	91	6.64	9.51	7.09	63.12	47.06	NA
ENG_fg	F	ENG	Q1	9.77	62	6.35	9.51	7.09	60.37	45.01	NA
ENG_fh	F	ENG	Q0	14.72	88	5.98	9.51	7.09	56.87	42.4	NA
ENG_fi	M	ENG	O1	11.67	70	6	9.51	7.09	57.02	42.51	NA
ENG_fi	M	ENG	O2	15.29	86	5.63	9.51	7.09	53.5	39.89	NA
ENG_fi	M	ENG	O3	14.39	85	5.91	9.51	7.09	56.16	41.87	NA
ENG_fi	M	ENG	O4	15.77	84	5.33	9.51	7.09	50.64	37.76	NA
ENG_fi	M	ENG	O6	11.76	67	5.7	9.51	7.09	54.19	40.4	NA
ENG_fi	M	ENG	O8	14.57	84	5.77	9.51	7.09	54.85	40.89	NA
ENG_fi	M	ENG	O9	10.34	67	6.48	9.51	7.09	61.61	45.93	NA
ENG_fi	M	ENG	P1	16.53	105	6.35	9.51	7.09	60.42	45.05	NA
ENG_fi	M	ENG	P2	14.9	76	5.1	9.51	7.09	48.51	36.17	NA
ENG_fi	M	ENG	P3	16.86	91	5.4	9.51	7.09	51.32	38.26	NA
ENG_fj	F	ENG	P0	16.69	92	5.51	9.51	7.09	52.41	39.07	NA
ENG_fj	F	ENG	P8	13	77	5.92	9.51	7.09	56.33	41.99	NA
ENG_fj	F	ENG	P9	16.27	91	5.59	9.51	7.09	53.21	39.67	NA
ENG_fj	F	ENG	Q0	12.84	88	6.85	9.51	7.09	65.18	48.59	NA
ENG_fj	F	ENG	Q1	11.35	62	5.46	9.51	7.09	51.93	38.72	NA
EUS_F1(Am)	F	EUS	O1	12.89	102	7.91	8.32	4.83	65.84	38.2	28
EUS_F1(Am)	F	EUS	O2	13.56	106	7.82	8.32	4.83	65.04	37.73	28
EUS_F1(Am)	F	EUS	O3	14.24	108	7.58	8.32	4.83	63.1	36.61	28
EUS_F1(Am)	F	EUS	O4	16.06	135	8.41	8.32	4.83	69.94	40.57	28
EUS_F1(Am)	F	EUS	O6	11.89	107	9	8.32	4.83	74.87	43.44	28
EUS_F1(Am)	F	EUS	O8	14.78	138	9.34	8.32	4.83	77.68	45.07	28
EUS_F1(Am)	F	EUS	O9	7.14	67	9.38	8.32	4.83	78.07	45.29	28
EUS_F1(Am)	F	EUS	P0	18.01	142	7.88	8.32	4.83	65.6	38.06	28
EUS_F1(Am)	F	EUS	P1	14.05	117	8.33	8.32	4.83	69.28	40.19	28
EUS_F1(Am)	F	EUS	P2	12.03	109	9.06	8.32	4.83	75.38	43.73	28
EUS_F1(Am)	F	EUS	P3	13.92	119	8.55	8.32	4.83	71.13	41.26	28
EUS_F1(Am)	F	EUS	P8	14.66	121	8.25	8.32	4.83	68.67	39.84	28
EUS_F1(Am)	F	EUS	P9	14.16	106	7.49	8.32	4.83	62.28	36.13	28
EUS_F1(Am)	F	EUS	Q0	14.16	121	8.55	8.32	4.83	71.1	41.25	28
EUS_F1(Am)	F	EUS	Q1	10.72	87	8.12	8.32	4.83	67.52	39.17	28
EUS_F2(Ux)	F	EUS	O1	14.2	102	7.18	8.32	4.83	59.76	34.67	19
EUS_F2(Ux)	F	EUS	O2	14.91	106	7.11	8.32	4.83	59.15	34.32	19
EUS_F2(Ux)	F	EUS	O3	16.6	108	6.51	8.32	4.83	54.13	31.4	19
EUS_F2(Ux)	F	EUS	O4	18.96	135	7.12	8.32	4.83	59.24	34.37	19
EUS_F2(Ux)	F	EUS	O6	14.87	107	7.2	8.32	4.83	59.87	34.73	19
EUS_F2(Ux)	F	EUS	O8	18.47	138	7.47	8.32	4.83	62.16	36.06	19
EUS_F2(Ux)	F	EUS	O9	9.17	67	7.31	8.32	4.83	60.79	35.27	19
EUS_F2(Ux)	F	EUS	P0	19.63	142	7.23	8.32	4.83	60.19	34.92	19
EUS_F2(Ux)	F	EUS	P1	16.08	117	7.28	8.32	4.83	60.54	35.12	19
EUS_F2(Ux)	F	EUS	P2	15.51	109	7.03	8.32	4.83	58.47	33.92	19
EUS_F2(Ux)	F	EUS	P3	17.27	119	6.89	8.32	4.83	57.33	33.26	19
EUS_F2(Ux)	F	EUS	P8	17.21	121	7.03	8.32	4.83	58.5	33.94	19
EUS_F2(Ux)	F	EUS	P9	16.9	106	6.27	8.32	4.83	52.18	30.27	19
EUS_F2(Ux)	F	EUS	Q0	16.95	121	7.14	8.32	4.83	59.39	34.46	19
EUS_F2(Ux)	F	EUS	Q1	12.84	87	6.78	8.32	4.83	56.37	32.71	19
EUS_F3(En)	F	EUS	O1	13.72	102	7.43	8.32	4.83	61.85	35.88	30
EUS_F3(En)	F	EUS	O2	14.51	106	7.31	8.32	4.83	60.78	35.26	30
EUS_F3(En)	F	EUS	O3	16.28	108	6.63	8.32	4.83	55.19	32.02	30
EUS_F3(En)	F	EUS	O4	17.92	135	7.53	8.32	4.83	62.68	36.36	30
EUS_F3(En)	F	EUS	O6	14.25	107	7.51	8.32	4.83	62.47	36.24	30
EUS_F3(En)	F	EUS	O8	16.8	138	8.21	8.32	4.83	68.34	39.65	30
EUS_F3(En)	F	EUS	O9	8.64	67	7.75	8.32	4.83	64.52	37.43	30
EUS_F3(En)	F	EUS	P0	19.46	142	7.3	8.32	4.83	60.71	35.22	30
EUS_F3(En)	F	EUS	P1	16.15	117	7.24	8.32	4.83	60.27	34.97	30
EUS_F3(En)	F	EUS	P2	14	109	7.79	8.32	4.83	64.78	37.58	30
EUS_F3(En)	F	EUS	P3	15.47	119	7.69	8.32	4.83	64	37.13	30
EUS_F3(En)	F	EUS	P8	15.48	121	7.82	8.32	4.83	65.03	37.73	30
EUS_F3(En)	F	EUS	P9	15.05	106	7.04	8.32	4.83	58.6	34	30
EUS_F3(En)	F	EUS	Q0	16.24	121	7.45	8.32	4.83	61.99	35.96	30
EUS_F3(En)	F	EUS	Q1	12.22	87	7.12	8.32	4.83	59.23	34.36	30
EUS_F4(Ux2)	F	EUS	O1	14.37	102	7.1	8.32	4.83	59.06	34.26	29
EUS_F4(Ux2)	F	EUS	O2	16.43	106	6.45	8.32	4.83	53.68	31.14	29
EUS_F4(Ux2)	F	EUS	O3	16.76	108	6.44	8.32	4.83	53.61	31.1	29
EUS_F4(Ux2)	F	EUS	O4	18.98	135	7.11	8.32	4.83	59.18	34.33	29
EUS_F4(Ux2)	F	EUS	O6	15.56	107	6.88	8.32	4.83	57.21	33.19	29
EUS_F4(Ux2)	F	EUS	O8	20.54	138	6.72	8.32	4.83	55.9	32.43	29
EUS_F4(Ux2)	F	EUS	O9	10.26	67	6.53	8.32	4.83	54.33	31.52	29
EUS_F4(Ux2)	F	EUS	P0	20.47	142	6.94	8.32	4.83	57.72	33.48	29
EUS_F4(Ux2)	F	EUS	P1	17.66	117	6.63	8.32	4.83	55.12	31.98	29
EUS_F4(Ux2)	F	EUS	P2	15.42	109	7.07	8.32	4.83	58.81	34.12	29
EUS_F4(Ux2)	F	EUS	P3	16.75	119	7.1	8.32	4.83	59.11	34.29	29
EUS_F4(Ux2)	F	EUS	P8	17.89	121	6.76	8.32	4.83	56.27	32.65	29
EUS_F4(Ux2)	F	EUS	P9	17.33	106	6.12	8.32	4.83	50.89	29.52	29
EUS_F4(Ux2)	F	EUS	Q0	18.1	121	6.69	8.32	4.83	55.62	32.27	29
EUS_F4(Ux2)	F	EUS	Q1	12.87	87	6.76	8.32	4.83	56.24	32.63	29
EUS_F5(Am2)	F	EUS	O1	12.83	102	7.95	8.32	4.83	66.14	38.37	31
EUS_F5(Am2)	F	EUS	O2	15.28	106	6.94	8.32	4.83	57.72	33.48	31
EUS_F5(Am2)	F	EUS	O3	15.56	108	6.94	8.32	4.83	57.75	33.5	31
EUS_F5(Am2)	F	EUS	O4	16.98	135	7.95	8.32	4.83	66.15	38.38	31
EUS_F5(Am2)	F	EUS	O6	13.44	107	7.96	8.32	4.83	66.24	38.43	31
EUS_F5(Am2)	F	EUS	O8	16.68	138	8.27	8.32	4.83	68.83	39.93	31
EUS_F5(Am2)	F	EUS	O9	8.27	67	8.1	8.32	4.83	67.41	39.1	31
EUS_F5(Am2)	F	EUS	P0	18.37	142	7.73	8.32	4.83	64.31	37.31	31
EUS_F5(Am2)	F	EUS	P1	15.25	117	7.67	8.32	4.83	63.83	37.03	31
EUS_F5(Am2)	F	EUS	P2	12.86	109	8.48	8.32	4.83	70.52	40.91	31
EUS_F5(Am2)	F	EUS	P3	14.96	119	7.95	8.32	4.83	66.18	38.4	31
EUS_F5(Am2)	F	EUS	P8	15.31	121	7.9	8.32	4.83	65.76	38.15	31
EUS_F5(Am2)	F	EUS	P9	15.49	106	6.84	8.32	4.83	56.93	33.03	31
EUS_F5(Am2)	F	EUS	Q0	16.39	121	7.38	8.32	4.83	61.42	35.63	31
EUS_F5(Am2)	F	EUS	Q1	11.19	87	7.77	8.32	4.83	64.69	37.53	31
EUS_M1(Bo)	M	EUS	O1	11.9	102	8.57	8.32	4.83	71.31	41.37	26
EUS_M1(Bo)	M	EUS	O2	12.97	106	8.17	8.32	4.83	68	39.45	26
EUS_M1(Bo)	M	EUS	O3	13.67	108	7.9	8.32	4.83	65.73	38.13	26
EUS_M1(Bo)	M	EUS	O4	15.6	135	8.65	8.32	4.83	72	41.77	26
EUS_M1(Bo)	M	EUS	O6	11.76	107	9.1	8.32	4.83	75.7	43.92	26
EUS_M1(Bo)	M	EUS	O8	14.92	138	9.25	8.32	4.83	76.95	44.64	26
EUS_M1(Bo)	M	EUS	O9	7.44	67	9.01	8.32	4.83	74.92	43.47	26
EUS_M1(Bo)	M	EUS	P0	17.66	142	8.04	8.32	4.83	66.9	38.81	26
EUS_M1(Bo)	M	EUS	P1	13.63	117	8.58	8.32	4.83	71.42	41.43	26
EUS_M1(Bo)	M	EUS	P2	12.62	109	8.64	8.32	4.83	71.86	41.69	26
EUS_M1(Bo)	M	EUS	P3	13.76	119	8.65	8.32	4.83	71.95	41.74	26
EUS_M1(Bo)	M	EUS	P8	16.22	121	7.46	8.32	4.83	62.07	36.01	26
EUS_M1(Bo)	M	EUS	P9	14.7	106	7.21	8.32	4.83	59.99	34.81	26
EUS_M1(Bo)	M	EUS	Q0	15.66	121	7.73	8.32	4.83	64.29	37.3	26
EUS_M1(Bo)	M	EUS	Q1	10.8	87	8.06	8.32	4.83	67.02	38.88	26
EUS_M2(Ai)	M	EUS	O1	14.52	102	7.02	8.32	4.83	58.45	33.91	36
EUS_M2(Ai)	M	EUS	O2	15.8	106	6.71	8.32	4.83	55.82	32.38	36
EUS_M2(Ai)	M	EUS	O3	15.23	108	7.09	8.32	4.83	59	34.23	36
EUS_M2(Ai)	M	EUS	O4	17.92	135	7.53	8.32	4.83	62.68	36.36	36
EUS_M2(Ai)	M	EUS	O6	13.85	107	7.73	8.32	4.83	64.28	37.29	36
EUS_M2(Ai)	M	EUS	O8	17.25	138	8	8.32	4.83	66.56	38.61	36
EUS_M2(Ai)	M	EUS	O9	8.49	67	7.89	8.32	4.83	65.66	38.09	36
EUS_M2(Ai)	M	EUS	P0	19.41	142	7.32	8.32	4.83	60.87	35.31	36
EUS_M2(Ai)	M	EUS	P1	15.23	117	7.68	8.32	4.83	63.92	37.08	36
EUS_M2(Ai)	M	EUS	P2	13.39	109	8.14	8.32	4.83	67.73	39.29	36
EUS_M2(Ai)	M	EUS	P3	15.41	119	7.72	8.32	4.83	64.25	37.27	36
EUS_M2(Ai)	M	EUS	P8	15.98	121	7.57	8.32	4.83	63	36.55	36
EUS_M2(Ai)	M	EUS	P9	15.67	106	6.76	8.32	4.83	56.28	32.65	36
EUS_M2(Ai)	M	EUS	Q0	15.58	121	7.77	8.32	4.83	64.62	37.49	36
EUS_M2(Ai)	M	EUS	Q1	11.4	87	7.63	8.32	4.83	63.49	36.84	36
EUS_M3(An)	M	EUS	O1	11.47	102	8.89	8.32	4.83	73.99	42.92	27
EUS_M3(An)	M	EUS	O2	11.98	106	8.85	8.32	4.83	73.62	42.71	27
EUS_M3(An)	M	EUS	O3	14.21	108	7.6	8.32	4.83	63.23	36.69	27
EUS_M3(An)	M	EUS	O4	15.19	135	8.89	8.32	4.83	73.94	42.9	27
EUS_M3(An)	M	EUS	O6	12.05	107	8.88	8.32	4.83	73.88	42.86	27
EUS_M3(An)	M	EUS	O8	15.48	138	8.91	8.32	4.83	74.17	43.03	27
EUS_M3(An)	M	EUS	O9	7.31	67	9.17	8.32	4.83	76.26	44.24	27
EUS_M3(An)	M	EUS	P0	17.51	142	8.11	8.32	4.83	67.47	39.14	27
EUS_M3(An)	M	EUS	P1	13.7	117	8.54	8.32	4.83	71.05	41.22	27
EUS_M3(An)	M	EUS	P2	11.81	109	9.23	8.32	4.83	76.79	44.55	27
EUS_M3(An)	M	EUS	P3	13.83	119	8.6	8.32	4.83	71.59	41.53	27
EUS_M3(An)	M	EUS	P8	14.74	121	8.21	8.32	4.83	68.3	39.62	27
EUS_M3(An)	M	EUS	P9	13.75	106	7.71	8.32	4.83	64.14	37.21	27
EUS_M3(An)	M	EUS	Q0	14.57	121	8.3	8.32	4.83	69.1	40.09	27
EUS_M3(An)	M	EUS	Q1	10.07	87	8.64	8.32	4.83	71.88	41.7	27
EUS_M4(In)	M	EUS	O1	14.84	102	6.87	8.32	4.83	57.19	33.18	22
EUS_M4(In)	M	EUS	O2	15.95	106	6.65	8.32	4.83	55.29	32.08	22
EUS_M4(In)	M	EUS	O3	16.38	108	6.59	8.32	4.83	54.86	31.83	22
EUS_M4(In)	M	EUS	O4	19.11	135	7.06	8.32	4.83	58.78	34.1	22
EUS_M4(In)	M	EUS	O6	15.68	107	6.82	8.32	4.83	56.78	32.94	22
EUS_M4(In)	M	EUS	O8	18.64	138	7.4	8.32	4.83	61.6	35.74	22
EUS_M4(In)	M	EUS	O9	8.72	67	7.68	8.32	4.83	63.93	37.09	22
EUS_M4(In)	M	EUS	P0	20.65	142	6.88	8.32	4.83	57.21	33.19	22
EUS_M4(In)	M	EUS	P1	16.56	117	7.07	8.32	4.83	58.78	34.1	22
EUS_M4(In)	M	EUS	P2	14.39	109	7.57	8.32	4.83	63.02	36.56	22
EUS_M4(In)	M	EUS	P3	16.3	119	7.3	8.32	4.83	60.74	35.24	22
EUS_M4(In)	M	EUS	P8	16.89	121	7.16	8.32	4.83	59.6	34.58	22
EUS_M4(In)	M	EUS	P9	16.13	106	6.57	8.32	4.83	54.68	31.72	22
EUS_M4(In)	M	EUS	Q0	16.59	121	7.29	8.32	4.83	60.68	35.2	22
EUS_M4(In)	M	EUS	Q1	11.97	87	7.27	8.32	4.83	60.47	35.08	22
EUS_M5(Ax)	M	EUS	O1	13.76	102	7.41	8.32	4.83	61.67	35.78	32
EUS_M5(Ax)	M	EUS	O2	16.55	106	6.4	8.32	4.83	53.29	30.91	32
EUS_M5(Ax)	M	EUS	O3	16.79	108	6.43	8.32	4.83	53.52	31.05	32
EUS_M5(Ax)	M	EUS	O4	21.53	135	6.27	8.32	4.83	52.17	30.27	32
EUS_M5(Ax)	M	EUS	O6	16.13	107	6.63	8.32	4.83	55.19	32.02	32
EUS_M5(Ax)	M	EUS	O8	20.77	138	6.64	8.32	4.83	55.28	32.07	32
EUS_M5(Ax)	M	EUS	O9	9.62	67	6.96	8.32	4.83	57.95	33.62	32
EUS_M5(Ax)	M	EUS	P0	21.28	142	6.67	8.32	4.83	55.52	32.21	32
EUS_M5(Ax)	M	EUS	P1	19.06	117	6.14	8.32	4.83	51.07	29.63	32
EUS_M5(Ax)	M	EUS	P2	16	109	6.81	8.32	4.83	56.68	32.88	32
EUS_M5(Ax)	M	EUS	P3	18.12	119	6.57	8.32	4.83	54.64	31.7	32
EUS_M5(Ax)	M	EUS	P8	18.03	121	6.71	8.32	4.83	55.84	32.39	32
EUS_M5(Ax)	M	EUS	P9	18.2	106	5.82	8.32	4.83	48.46	28.11	32
EUS_M5(Ax)	M	EUS	Q0	18.95	121	6.39	8.32	4.83	53.13	30.82	32
EUS_M5(Ax)	M	EUS	Q1	13.05	87	6.67	8.32	4.83	55.47	32.18	32
FIN_F1(Ul)	F	FIN	O1	12	91	7.58	9.54	5.49	72.35	41.64	30
FIN_F1(Ul)	F	FIN	O2	14.92	110	7.37	9.54	5.49	70.34	40.48	30
FIN_F1(Ul)	F	FIN	O3	14.12	110	7.79	9.54	5.49	74.32	42.78	30
FIN_F1(Ul)	F	FIN	O4	17.28	123	7.12	9.54	5.49	67.91	39.09	30
FIN_F1(Ul)	F	FIN	O6	11.82	84	7.11	9.54	5.49	67.8	39.02	30
FIN_F1(Ul)	F	FIN	O8	15.05	111	7.38	9.54	5.49	70.36	40.5	30
FIN_F1(Ul)	F	FIN	O9	9.47	74	7.81	9.54	5.49	74.55	42.91	30
FIN_F1(Ul)	F	FIN	P0	15.62	117	7.49	9.54	5.49	71.46	41.13	30
FIN_F1(Ul)	F	FIN	P1	14.62	123	8.41	9.54	5.49	80.26	46.2	30
FIN_F1(Ul)	F	FIN	P2	12.92	98	7.59	9.54	5.49	72.36	41.65	30
FIN_F1(Ul)	F	FIN	P3	15.37	119	7.74	9.54	5.49	73.86	42.51	30
FIN_F1(Ul)	F	FIN	P8	13.75	96	6.98	9.54	5.49	66.61	38.34	30
FIN_F1(Ul)	F	FIN	P9	15.54	108	6.95	9.54	5.49	66.3	38.16	30
FIN_F1(Ul)	F	FIN	Q0	15.59	113	7.25	9.54	5.49	69.15	39.8	30
FIN_F1(Ul)	F	FIN	Q1	10.71	83	7.75	9.54	5.49	73.93	42.55	30
FIN_F2(Re)	F	FIN	O1	11.79	91	7.72	9.54	5.49	73.63	42.38	35
FIN_F2(Re)	F	FIN	O2	13.39	110	8.22	9.54	5.49	78.37	45.11	35
FIN_F2(Re)	F	FIN	O3	14.22	110	7.74	9.54	5.49	73.8	42.48	35
FIN_F2(Re)	F	FIN	O4	16.58	123	7.42	9.54	5.49	70.77	40.74	35
FIN_F2(Re)	F	FIN	O6	11.72	84	7.17	9.54	5.49	68.38	39.36	35
FIN_F2(Re)	F	FIN	O8	14.36	111	7.73	9.54	5.49	73.74	42.44	35
FIN_F2(Re)	F	FIN	O9	9.47	74	7.81	9.54	5.49	74.55	42.91	35
FIN_F2(Re)	F	FIN	P0	14.85	117	7.88	9.54	5.49	75.16	43.26	35
FIN_F2(Re)	F	FIN	P1	14.98	123	8.21	9.54	5.49	78.33	45.09	35
FIN_F2(Re)	F	FIN	P2	14.02	98	6.99	9.54	5.49	66.68	38.38	35
FIN_F2(Re)	F	FIN	P3	15.77	119	7.55	9.54	5.49	71.99	41.44	35
FIN_F2(Re)	F	FIN	P8	13.41	96	7.16	9.54	5.49	68.3	39.31	35
FIN_F2(Re)	F	FIN	P9	14.6	108	7.4	9.54	5.49	70.57	40.62	35
FIN_F2(Re)	F	FIN	Q0	14.94	113	7.56	9.54	5.49	72.16	41.53	35
FIN_F2(Re)	F	FIN	Q1	10.33	83	8.03	9.54	5.49	76.65	44.12	35
FIN_F3(Ki)	F	FIN	O1	13.14	91	6.93	9.54	5.49	66.07	38.03	41
FIN_F3(Ki)	F	FIN	O2	14.11	110	7.8	9.54	5.49	74.37	42.81	41
FIN_F3(Ki)	F	FIN	O3	15.61	110	7.05	9.54	5.49	67.23	38.69	41
FIN_F3(Ki)	F	FIN	O4	16.92	123	7.27	9.54	5.49	69.35	39.92	41
FIN_F3(Ki)	F	FIN	O6	12.05	84	6.97	9.54	5.49	66.5	38.28	41
FIN_F3(Ki)	F	FIN	O8	15.12	111	7.34	9.54	5.49	70.04	40.31	41
FIN_F3(Ki)	F	FIN	O9	10.2	74	7.25	9.54	5.49	69.21	39.84	41
FIN_F3(Ki)	F	FIN	P0	15.3	117	7.65	9.54	5.49	72.95	41.99	41
FIN_F3(Ki)	F	FIN	P1	16.49	123	7.46	9.54	5.49	71.16	40.96	41
FIN_F3(Ki)	F	FIN	P2	15.27	98	6.42	9.54	5.49	61.23	35.24	41
FIN_F3(Ki)	F	FIN	P3	17.01	119	7	9.54	5.49	66.74	38.41	41
FIN_F3(Ki)	F	FIN	P8	13.22	96	7.26	9.54	5.49	69.28	39.87	41
FIN_F3(Ki)	F	FIN	P9	15.65	108	6.9	9.54	5.49	65.84	37.89	41
